fid,bin,bbl,gr_area,bldg_area,prop_gr,cnstrct_yr,doitt_id,heightroof,feat_code,groundelev,qa,notes,classified,digitized,newlyadded,original_source,address,borough,ownertype,zonedist1,spdist1,bbl_fixed,xcoord,ycoord
425,1059891,1019950063,1864.08696,36070.78745,0.05168,1964,789012,214.58,2100,28,Good,,1,0,0,classification,564 RIVERSIDE DRIVE,MN,,R8,,0,-73.96019,40.81667
426,1088850,1017700048,966.0571,2438.56871,0.39616,2010,1260701,68.09312,2100,4,Good,,1,0,0,classification,162 EAST 122 STREET,MN,P,R7B,,0,-73.9383,40.80207
427,1019114,1008930078,27.88002,1371.30072,0.02033,1920,288462,69.93,2100,68,Good,,0,1,0,Visual - pre-classification,122 EAST 38 STREET,MN,,R8B,,0,-73.97859,40.749
428,1025408,1010450010,395.57213,2552.71525,0.15496,1910,1158177,65.1961,2100,65,Good,,1,0,0,classification,345 WEST 54 STREET,MN,P,R8,CL,0,-73.98613,40.76573
429,3124722,3053390023,266.2446,1449.91642,0.18363,1925,369920,33.37,5110,51,Good,,1,0,0,classification,300 EAST 7 STREET,BK,,R5,OP,0,-73.97315,40.64457
430,1083909,1014870025,489.75596,6389.44009,0.07665,1971,539169,378.8,2100,10,Good,,1,0,0,classification,540 EAST 76 STREET,MN,X,R10,,0,-73.94986,40.76804
431,1001993,1001790011,1491.81767,3404.83134,0.43815,1915,813322,85.56,2100,14,Good,,1,1,0,Visual - pre-classification,1 WORTH STREET,MN,,C6-2A,TMU,0,-74.00847,40.71828
432,1009723,1005780047,2747.47714,21703.91273,0.12659,1929,246616,223.71,2100,10,Good,,1,0,0,classification,250 HUDSON STREET,MN,P,M1-6,HSQ,0,-74.00741,40.72474
433,3397720,3001527501,554.60664,20184.03115,0.02748,2012,1250545,627.84172,2100,8,Good,,1,0,0,classification,384 BRIDGE STREET,BK,,C6-4.5,DB,0,-73.98587,40.69161
434,3414331,3002117501,543.68021,3542.67219,0.15347,2012,1257573,51.93065,2100,50,Good,,1,0,0,classification,20 HENRY STREET,BK,,R8,,0,-73.99172,40.70064
435,1088757,1021390250,2189.20146,19801.86553,0.11056,1970,863785,318.7192,2100,139,Good,,1,0,0,classification,100 HAVEN AVENUE,MN,X,R8,,0,-73.94306,40.84478
436,1084790,1007570054,974.13,7258.1435,0.13421,1926,124386,30.50999,2100,45,Good,,1,0,0,classification,330 WEST 34 STREET,MN,P,C6-4,HY,0,-73.99572,40.75278
437,1001415,1001270018,12724.14113,39351.14759,0.32335,1987,334183,192.66352,2100,15,Good,,1,1,0,Visual - pre-classification,255 GREENWICH STREET,MN,P,C6-4,LM,0,-74.01088,40.71437
438,2003531,2025310013,946.35091,20292.23476,0.04664,1928,471161,48.42,2100,147,Good,,1,0,0,classification,1340 MERRIAM AVENUE,BX,P,R7-1,,0,-73.92539,40.8412
439,1087518,1000167516,3998.65211,23096.23068,0.17313,2006,1106473,355.32643,2100,12,Good,,1,1,0,Visual - pre-classification,1 RIVER TERRACE,MN,X,BPC,BPC,0,-74.016,40.71569
440,3337407,3009210001,854.15329,18755.13866,0.04554,1931,52782,36.90264,2100,165,Good,,0,1,0,DPR,4200 7 AVENUE,BK,C,PARK,,0,-74.00211,40.64692
441,1086507,1000160195,5096.81503,18658.30486,0.27317,2004,996389,256.12,2100,18,Good,,1,1,0,Visual - pre-classification,325 NORTH END AVENUE,MN,X,BPC,BPC,0,-74.01504,40.7168
442,1044838,1014450014,1377.40709,14706.22226,0.09366,1927,766553,77.22,2100,53,Good,,1,0,0,Visual - pre-classification,331 EAST 70 STREET,MN,X,R8B,,0,-73.95779,40.76703
443,2117424,2024070023,959.1344,1862.95649,0.51485,0,1097737,59.80269,2100,21,Good,,1,0,0,classification,863 MELROSE AVENUE,BX,P,C1-4,,1,-73.91467,40.82391
444,4005075,4004270027,11895.06943,100651.7528,0.11818,1931,420606,46.18,2100,18,Good,,1,1,0,DEP,42-25 21 STREET,QN,,M1-5,LIC,0,-73.94453,40.75095
445,1086049,1007950001,767.88115,26061.77449,0.02946,2000,982386,147.54,2100,28,Good,at least some green roof,1,0,0,classification,180 WEST 20 STREET,MN,P,C6-3A,,0,-73.99692,40.7418
446,1011692,1006297503,2623.04953,17538.70987,0.14956,1920,721646,86.30056,2100,16,Good,,1,0,0,classification,345 WEST 13 STREET,MN,,C1-6,,0,-74.00483,40.7401
447,1005026,1004000031,786.3558,11517.4089,0.06828,1970,679594,58.82,2100,18,Good,,1,0,0,classification,542 EAST 5 STREET,MN,,R7A,,0,-73.98244,40.72374
448,3099031,3045470028,574.90292,721.5561,0.79675,1925,177097,17.51,2100,8,Good,,1,0,0,classification,1008 CRESCENT STREET,BK,,R4,,0,-73.86704,40.66269
449,1078756,1008870030,6141.66861,58522.04476,0.10495,1988,641804,291.81,2100,29,Good,Not visible in newer imagery on google maps,1,0,0,classification,151 EAST 31 STREET,MN,P,R8B,,0,-73.98009,40.74458
450,1009494,1005730067,181.97966,944.40911,0.19269,1900,762554,50.86,2100,22,Good,,1,0,0,classification,45 WEST 9 STREET,MN,P,R6,,0,-73.99771,40.73381
451,2005984,2027400075,7239.83161,12510.84133,0.57868,1930,568956,25.42,2100,64,Good,,1,1,0,greenroofs.com,940 GARRISON AVENUE,BX,P,M1-2,HP,0,-73.89054,40.81822
452,1012227,1006460018,1645.0974,7745.85307,0.21238,1920,1158179,74.96012,2100,7,Good,,1,0,0,classification,440 WEST 14 STREET,MN,,M1-5,,0,-74.00733,40.74151
453,1027084,1010870005,28669.99073,94646.64018,0.30292,2011,1157405,216.03675,2100,51,Good,,1,0,0,classification,860 11 AVENUE,MN,P,C6-2,CL,0,-73.98944,40.77076
454,1086570,1016467502,1659.10258,38129.511,0.04351,2005,996776,425.67059,2100,23,Good,,1,0,0,classification,215 EAST 96 STREET,MN,,R7-2,,0,-73.94763,40.78512
455,3328998,3060330001,5037.94446,25084.83657,0.20084,1930,538389,53.98187,2100,80,Good,,1,0,0,classification,8515 RIDGE BOULEVARD,BK,P,R3-2,BR,0,-74.03327,40.62456
456,1087757,1002177502,235.0985,3925.91795,0.05988,2007,1155724,138.2054,2100,9,Good,,1,0,0,classification,408 GREENWICH STREET,MN,,C6-2A,TMU,0,-74.01012,40.72161
457,1012379,1006970005,122.06746,6721.5458,0.01816,1926,487836,82.85,2100,9,Good,,1,0,0,classification,553 WEST 25 STREET,MN,P,M1-5,WCH,0,-74.0054,40.75005
458,2008983,2028780015,298.21576,7962.26605,0.03745,1917,758887,60.84006,2100,132,Good,,1,0,0,classification,1615 UNIVERSITY AVENUE,BX,P,R7-1,,0,-73.91987,40.84772
459,2002297,2024350045,6283.71291,43037.03746,0.14601,1921,683556,83.02,2100,71,Good,,1,0,0,classification,1201 FINDLAY AVENUE,BX,P,R7-1,,0,-73.91233,40.83191
460,3189635,3070700148,406.33599,27718.43147,0.01466,1973,709971,67.56656,2100,6,Good,,1,0,0,classification,2301 BOARDWALK WEST,BK,P,R5,,0,-73.98996,40.57222
461,1057351,1018950062,1610.95311,2086.20709,0.77219,1916,218566,61.66,2100,122,Good,,1,0,0,classification,2915 BROADWAY,MN,P,R8,,0,-73.96531,40.80677
462,1087759,1005757502,80.96256,3588.02618,0.02256,1912,822296,89.41,2100,28,Good,,1,0,0,classification,31 WEST 11 STREET,MN,,R6,,0,-73.9962,40.73487
463,1032042,1012127502,135.77778,1526.1518,0.08897,2015,1264188,59.97489,2100,74,Good,,1,0,0,classification,182 WEST 82 STREET,MN,,C2-7A,,0,-73.97662,40.78481
464,1007013,1004737501,700.13829,7220.42456,0.09697,1904,658562,153.1,2100,22,Good,,1,0,0,classification,476 BROADWAY,MN,,M1-5B,,0,-73.99995,40.72125
465,1088786,1011677502,1183.0796,18742.11432,0.06312,2009,160350,248.26977,2100,73,Good,,1,0,0,classification,2148 BROADWAY,MN,,C4-6A,EC-3,0,-73.98044,40.78127
466,3396935,3042110020,154.87451,851.78337,0.18182,2009,1250989,40.24242,2100,31,Good,,1,0,0,classification,974 GLENMORE AVENUE,BK,P,R5B,,0,-73.87404,40.67619
467,1006096,1004430036,28.48385,629.21326,0.04527,1910,7931,41.89,2100,34,Good,,0,1,0,greenroofs.com,19 1 AVENUE,MN,,R7A,,0,-73.98845,40.72358
468,1034520,1012687502,788.4996,60505.59473,0.01303,1958,339930,480.59,2100,69,Good,,1,0,0,classification,666 5 AVENUE,MN,,C5-2.5,MID,0,-73.97693,40.76028
469,1048486,1015240012,206.58144,919.6364,0.22463,1910,546627,46.00862,2100,87,Good,,1,0,0,classification,131 EAST 95 STREET,MN,,R8B,,0,-73.95188,40.78558
470,1087268,1009950033,5126.68817,85062.98467,0.06027,2005,1213537,887.74954,2100,60,Good,,1,1,0,greenroofs.com,1111 AVENUE OF THE AMER,MN,P,C6-6,MID,0,-73.98505,40.75573
471,1009222,1005660001,3128.79296,32345.44316,0.09673,1955,44844,183.0532,2100,29,Good,,1,1,0,Visual - pre-classification,9 5 AVENUE,MN,P,R10,,0,-73.99549,40.73232
472,1032041,1012127502,135.38725,1707.75121,0.07928,2015,1264187,59.00729,2100,75,Good,,1,0,0,classification,182 WEST 82 STREET,MN,,C2-7A,,0,-73.97658,40.78476
473,1088525,1007647503,343.56507,4494.54483,0.07644,2016,1272989,,2100,,Good,,1,0,0,classification,245 WEST 14 STREET,MN,,C6-2A,,0,-74.00146,40.73958
474,1010945,1006140006,333.85898,725.30627,0.4603,1899,820905,50.31445,2100,26,Good,,1,0,0,classification,297 WEST 4 STREET,MN,,R6,,0,-74.00356,40.73672
475,1013007,1007387504,570.48497,7784.09014,0.07329,1960,616480,153.5555,2100,14,Good,,1,0,0,classification,345 WEST 14 STREET,MN,,C6-2A,,0,-74.0044,40.74083
476,4541370,4000067502,4487.43577,42864.04622,0.10469,2013,1262517,350.19854,2100,8,Good,,1,0,0,classification,1-50 50 AVENUE,QN,,R10,SHP,0,-73.9591,40.74323
477,2002298,2024350045,1565.42981,8133.34007,0.19247,1921,1258921,78.61483,2100,85,Good,,1,0,0,classification,1201 FINDLAY AVENUE,BX,P,R7-1,,0,-73.91208,40.83233
478,3326939,3087600060,8020.15353,79527.44638,0.10085,1967,319827,35.19196,2100,12,Good,,1,0,0,classification,2001 ORIENTAL BOULEVARD,BK,O,R3-1,,0,-73.93676,40.57773
479,3070354,3029167502,223.76738,1370.25973,0.1633,2009,1257311,56.60609,2100,32,Good,,1,0,0,classification,233 DEVOE STREET,BK,,R6B,,0,-73.94055,40.71416
480,1012293,1006920011,484.03192,8514.60895,0.05685,2011,1255840,75.41029,2100,8,Good,,1,0,0,classification,537 WEST 20 STREET,MN,,M1-5,WCH,0,-74.00735,40.74673
481,1008495,1005307505,1177.42007,9176.00959,0.12832,2006,1043919,140.92681,2100,42,Good,at least some green roof,1,0,0,classification,40 BOND STREET,MN,,M1-5B,,0,-73.99313,40.72639
482,2117423,2024070023,847.24651,1702.49354,0.49765,0,1097655,60.21819,2100,20,Good,,1,0,0,classification,863 MELROSE AVENUE,BX,P,C1-4,,1,-73.9146,40.82388
483,1012207,1006457501,618.8948,10322.91465,0.05995,2013,817447,26.49,2100,13,Good,,1,0,0,classification,837 WASHINGTON STREET,MN,,M1-5,,1,-74.00733,40.74066
484,2013325,2031430173,1091.66787,1886.41102,0.5787,1911,25361,59.14805,2100,44,Good,,1,1,0,greenroofs.com,2241 WEBSTER AVENUE,BX,P,C8-3,,0,-73.89658,40.85521
485,1087187,1010207502,980.61346,11857.68069,0.0827,2005,647011,303.91,2100,52,Good,,1,0,0,classification,1600 BROADWAY,MN,,C6-7T,MID,0,-73.98443,40.76018
486,1046821,1014960026,12761.38842,21272.80491,0.59989,1914,271364,86.94,2100,97,Good,,1,1,0,greenroofs.com,51 EAST 84 STREET,MN,X,R8B,,0,-73.95882,40.77955
487,1088582,1012880056,1930.33026,13288.52629,0.14526,0,1111415,431.26215,2100,62,Good,,1,0,0,classification,510 MADISON AVENUE,MN,,C5-3,MID,1,-73.97472,40.75965
488,1033104,1012327501,4463.9017,10358.15562,0.43096,1915,84511,151.53,2100,68,Good,,1,0,0,classification,255 WEST 84 STREET,MN,,C4-6A,EC-3,0,-73.97786,40.78739
489,4009594,4006390016,1942.87806,36452.23875,0.0533,2006,1109543,78.7263,2100,38,Good,,1,0,0,classification,35-02 36 STREET,QN,C,M1-5,,0,-73.9251,40.75609
490,1077287,1012640005,773.30743,46783.81639,0.01653,1937,12739,272.78,2100,60,Good,Part of Edging around building,1,0,0,classification,1230 AVENUE OF THE AMER,MN,P,C5-2.5,MID,0,-73.98025,40.7589
491,1012704,1007200065,124.38877,1355.57325,0.09176,1900,465544,69.27,2100,8,Good,,1,0,0,classification,436 WEST 23 STREET,MN,,R7B,,0,-74.0028,40.74694
492,2004795,2026660041,1320.51914,17176.29266,0.07688,1925,145553,44.58,2100,61,Good,,1,0,0,classification,811 WESTCHESTER AVENUE,BX,X,R6,,0,-73.90306,40.81917
493,3029085,3011650017,201.31072,1172.05823,0.17176,1899,575707,44.85,2100,117,Good,,1,0,0,classification,286 PARK PLACE,BK,,R6B,,0,-73.96851,40.67635
494,1057336,1018950016,4853.31489,8049.60822,0.60293,1905,600920,80.1,2100,118,Good,,1,0,0,classification,2881 BROADWAY,MN,P,R8,,0,-73.96602,40.80581
495,1008506,1005310001,807.35365,6485.06902,0.12449,1905,808892,150.33,2100,41,Good,,1,0,0,classification,684 BROADWAY,MN,,M1-5B,,0,-73.9942,40.72773
496,1080629,1008170072,148.00318,17285.42854,0.00856,1865,437896,91.93,2100,34,Good,,1,0,0,classification,24 WEST 16 STREET,MN,P,C6-2M,,0,-73.99501,40.73805
497,3023305,3010300068,71.33449,781.41713,0.09129,1899,281798,36.75,2100,109,Good,,0,1,0,greenroofs.com,343 13 STREET,BK,,R6B,,0,-73.98532,40.66546
498,1088481,1018337505,4829.78394,15442.19893,0.31277,2007,1109734,169.16775,2100,89,Good,,1,0,0,classification,775 COLUMBUS AVENUE,MN,,R7-2,,0,-73.96649,40.79382
499,1009482,1005730043,1480.5269,17896.92344,0.08273,1926,193250,224.68,2100,27,Good,,1,0,0,classification,24 5 AVENUE,MN,,R6,,0,-73.99602,40.73312
500,1089779,1007600051,328.2184,4954.20371,0.06625,2012,1268110,229.28564,2100,36,Good,,1,0,0,classification,312 WEST 37 STREET,MN,,C6-4M,GC,0,-73.99324,40.75428
501,5141706,5000020001,8971.98379,140402.7367,0.0639,1949,12677,60.66,2100,2,Good,,1,1,0,DEP,1 RICHMOND TERRACE,SI,C,M1-1,SG,0,-74.07381,40.64427
502,4533416,4000170028,6280.95345,37743.58151,0.16641,2000,922822,301.45,2100,9,Good,,1,0,0,classification,2-01 50 AVENUE,QN,P,M3-1,,0,-73.95816,40.74385
503,1083711,1009910060,11006.51546,100293.9904,0.10974,1973,326721,28.16,2100,7,Good,,1,0,0,classification,25-00 FDR DRIVE,MN,C,C2-7,,0,-73.97324,40.73741
504,1087847,1000167520,5209.33566,18377.2363,0.28347,2008,1113716,355.10243,2100,12,Good,,1,1,0,Visual - pre-classification,200 NORTH END AVENUE,MN,X,BPC,BPC,0,-74.01482,40.71592
505,1083785,1010737501,1299.81791,35050.06075,0.03708,0,1260102,306.54369,2100,17,Good,,1,0,0,classification,550 WEST 45 STREET,MN,,C2-5,CL,1,-73.99695,40.76226
506,1042519,1014040067,770.61849,2064.96018,0.37319,1901,375538,63.77235,2100,77,Good,,1,0,0,classification,110 EAST 70 STREET,MN,,R8B,,0,-73.96425,40.76937
507,4436178,4156380001,1302.42795,20492.48798,0.06356,1971,681977,239.53691,2100,7,Good,,1,0,0,classification,125 BEACH 17 STREET,QN,P,R6,,0,-73.75148,40.59423
508,3424451,3001450022,1336.41191,32520.53029,0.04109,2015,1278837,595,2100,103,Good,,0,0,1,post-classification digitization,100 WILLOUGHBY STREET,BK,P,C6-4.5,DB,0,-73.98506,40.69158
509,1010905,1006130007,191.82815,716.20902,0.26784,1899,537636,36.83,2100,29,Good,,1,0,0,classification,279 WEST 4 STREET,MN,,R6,,0,-74.00333,40.73594
510,1020579,1009287503,925.67589,16156.69127,0.05729,2007,1195349,230.02706,2100,15,Good,at least some green roof,1,0,0,classification,340 EAST 23 STREET,MN,,C1-9A,,0,-73.97939,40.73691
511,1002961,1002287502,721.16167,10629.61277,0.06784,2007,1108571,114.8582,2100,7,Good,,1,0,0,classification,311 WEST BROADWAY,MN,,M1-5B,,0,-74.0035,40.72164
512,3144194,3058260001,3637.84053,139709.6246,0.02604,1971,84737,258.88,2100,56,Good,,1,0,0,classification,350 65 STREET,BK,X,R7-1,BR,0,-74.02255,40.63814
513,1088879,1005710001,7864.23938,30244.20846,0.26002,2011,1249806,208.84982,2100,37,Good,,1,0,0,classification,2 EAST 14 STREET,MN,P,C6-4,,0,-73.9935,40.73544
514,4587848,4156380001,5957.273,47591.0681,0.12518,1971,1260649,239.53691,2100,7,Good,,1,0,0,classification,125 BEACH 17 STREET,QN,P,R6,,0,-73.7522,40.59428
515,1035319,1012750027,4853.21769,35647.25311,0.13615,1950,100691,476.29,2100,71,Good,,1,0,0,classification,100 PARK AVENUE,MN,P,C5-3,MID,0,-73.97917,40.75124
516,1028253,1011200057,292.8638,5871.29028,0.04988,1920,847325,122.43292,2100,80,Good,at least some green roof,1,0,0,classification,60 WEST 68 STREET,MN,,R8,,0,-73.9801,40.77445
517,4587847,4156380001,1456.90715,12207.03417,0.11935,1971,1260648,239.53691,2100,7,Good,,1,0,0,classification,125 BEACH 17 STREET,QN,P,R6,,0,-73.7521,40.59391
518,2123784,2057810992,6402.94349,11684.97259,0.54796,1932,1261895,50.41,2100,167,Good,,1,1,0,DEP,3901 FIELDSTON ROAD,BX,P,R4,,0,-73.90539,40.88926
519,1041665,1013890047,174.37245,1688.86878,0.10325,1930,291234,58.28,2100,60,Good,,1,0,0,classification,34 EAST 75 STREET,MN,,R8B,,0,-73.96359,40.77334
520,1089626,1007977508,231.22609,7714.55782,0.02997,2012,1262129,143.21622,2100,24,Good,,1,0,0,classification,151 WEST 21 STREET,MN,,C6-3A,,0,-73.99546,40.74255
521,1088292,1001270001,10113.4286,28015.13466,0.361,2010,1249756,226.59627,2100,8,Good,,1,1,0,Visual - pre-classification,30 WEST BROADWAY,MN,C,C6-4,LM,0,-74.0111,40.71377
522,4436179,4156380001,914.99223,21675.87118,0.04221,1971,594638,241.46103,2100,7,Good,,1,0,0,classification,125 BEACH 17 STREET,QN,P,R6,,0,-73.75292,40.59421
523,4001366,4001480022,79.20706,550.62527,0.14385,1925,593308,35.03,2100,60,Good,,0,1,0,classification,39-61 47 STREET,QN,,R4,PC,0,-73.91665,40.74748
524,1080824,1009960029,2569.20959,29251.76467,0.08783,1968,727018,548.44,2100,63,Good,,1,1,0,greenroofs.com,1133 AVENUE OF THE AMER,MN,,C6-6,MID,0,-73.98394,40.75607
525,1066718,1004697502,2960.31794,8272.21351,0.35786,1964,996051,151.84,2100,37,Good,,1,1,0,greenroofs.com,111 3 AVENUE,MN,,C1-9A,,0,-73.98716,40.73285
526,2117349,2025270058,501.15462,17912.40947,0.02798,2011,1257144,60.05485,2100,82,Good,,1,0,0,classification,200 WEST 167 STREET,BX,O,R7-1,,0,-73.92801,40.83798
527,3398151,3017780089,773.34568,22348.48886,0.0346,1959,541328,30.6,2100,42,Good,,1,0,0,classification,41 KOSCIUSZKO STREET,BK,,R7A,,0,-73.95362,40.69056
528,1077284,1012640005,3389.25741,58969.52955,0.05747,1937,94416,219.7,2100,63,Good,,1,0,0,classification,1230 AVENUE OF THE AMER,MN,P,C5-2.5,MID,0,-73.97956,40.75826
529,3019303,3009450066,475.65659,885.31544,0.53727,1899,141751,43.02,2100,77,Good,,1,0,0,classification,117 ST JOHNS PLACE,BK,,R6B,,0,-73.97545,40.67718
530,1000058,1000160125,3321.24237,155406.4159,0.02137,1987,489344,646.97974,2100,12,Good,,1,0,0,classification,225 LIBERTY STREET,MN,O,BPC,BPC,0,-74.01587,40.71269
531,1089994,1018687501,4440.82359,6399.04545,0.69398,,1268954,25.15784,5110,61,Good,,1,0,0,classification,241 WEST 96 STREET,MN,P,C4-6A,EC-3,1,-73.97211,40.79544
532,1088482,1003450058,2560.033,9830.20977,0.26043,2010,1111886,129.89968,2100,17,Good,,1,0,0,classification,133 PITT STREET,MN,X,R7A,,0,-73.98178,40.7204
533,4615633,4020807501,2176.99217,50858.79703,0.0428,2008,1278915,47.36,2100,21,Good,,1,0,0,classification,61-01 JUNCTION BOULEVARD,QN,,C4-2F,,0,-73.86328,40.73269
534,4233850,4109260050,2787.41923,23980.77631,0.11624,1931,156554,52.35,2100,49,Good,,1,1,0,Visual - pre-classification,190-20 108 ROAD,QN,C,R3X,,0,-73.76503,40.70322
535,1057711,1019077503,87.99877,1103.24003,0.07976,1910,470722,57.47,2100,26,Good,,0,1,0,greenhomenyc.org,145 WEST 122 STREET,MN,,R7-2,,0,-73.94858,40.8067
536,1087119,1009947501,2497.76187,56374.50264,0.04431,1972,16489,626.93743,2100,60,Good,,1,1,0,DEP,1095 AVENUE OF THE AMER,MN,,C5-3,MID,0,-73.98516,40.75482
537,1087733,1012640045,1549.9969,6004.13315,0.25815,1950,1107695,82.36557,2100,68,Good,,1,0,0,classification,10 WEST 49 STREET,MN,,C5-2.5,MID,0,-73.97856,40.75805
538,1088200,1018827502,1175.01601,13474.7658,0.0872,2005,1108321,145.39068,2100,107,Good,at least some green roof,1,0,0,classification,545 CATHEDRAL PARKWAY,MN,,R8,,0,-73.96588,40.80419
539,1039975,1013480049,3828.45751,46750.45149,0.08189,1975,35612,300.22,2100,46,Good,at least some green roof,1,0,0,classification,300 EAST 56 STREET,MN,,R8,TA,0,-73.9655,40.75794
540,1086547,1000160185,4728.31727,14459.24346,0.32701,2004,996185,228.02653,2100,17,Good,,1,1,0,greenroofs.com,211 NORTH END AVENUE,MN,X,BPC,BPC,0,-74.0155,40.71623
541,1041796,1013910014,1205.55314,19638.83166,0.06139,1949,265695,82.9,2100,66,Good,,1,0,0,classification,974 MADISON AVENUE,MN,,C5-1,MP,0,-73.96365,40.77465
542,1082813,1000167511,756.15853,28493.02766,0.02654,1990,331315,104.6456,2100,13,Good,,1,0,0,classification,2 SOUTH END AVENUE,MN,,BPC,BPC,0,-74.01728,40.70791
543,1075672,1003790009,234.32713,558.54867,0.41953,1899,221800,44.52,2100,9,Good,,1,0,0,classification,400 EAST 10 STREET,MN,,R7A,,0,-73.97727,40.72563
544,3333578,3040180027,153.36506,949.07861,0.16159,1930,317799,13.82,5110,31,Good,,1,0,0,classification,504 LINWOOD STREET,BK,P,R5,,0,-73.88271,40.67293
545,1087146,1000690018,1240.68169,12952.56493,0.09579,2003,987831,484.52,2100,11,Good,,1,0,0,classification,2 GOLD STREET,MN,P,C5-5,LM,0,-74.00697,40.70742
546,3398996,3010240036,486.31625,2466.67112,0.19715,1931,1049521,14.52,2100,123,Good,,1,0,0,classification,480 11 STREET,BK,,R6B,,0,-73.98343,40.66546
547,4005193,4004400001,287.36044,23959.04257,0.01199,1924,489430,95.14,2100,16,Good,,1,0,0,classification,43-10 23 STREET,QN,,M1-4,,0,-73.9443,40.74924
548,3002421,3002620018,639.32419,1182.41038,0.5407,1901,566476,21.83683,2100,57,Good,,1,1,0,Visual - pre-classification,27 GARDEN PLACE,BK,,R6,,0,-73.99617,40.6924
549,3006784,3004160040,168.10801,1217.16687,0.13811,1931,572759,21.42,2100,12,Good,,0,1,0,greenroofs.com,260 BOND STREET,BK,,R6B,,0,-73.98857,40.68176
550,1003051,1002330026,1589.8247,9351.29658,0.17001,1930,434031,171.34187,2100,17,Good,,1,0,0,classification,148 LAFAYETTE STREET,MN,,M1-5B,,0,-73.99994,40.71943
551,1013547,1007570031,88.41092,23364.12593,0.00378,1917,199867,342.5606,2100,36,Good,,1,0,0,classification,461 8 AVENUE,MN,,C6-4,HY,0,-73.99408,40.7517
552,1041101,1013797504,554.24431,6885.46089,0.08049,1951,1032877,132.91,2100,56,Good,,1,0,0,classification,838 5 AVENUE,MN,,R10,PI,0,-73.96997,40.7677
553,1088093,1015487502,546.87015,9996.74503,0.0547,2008,1107201,245.81359,2100,59,Good,,1,0,0,classification,305 EAST 85 STREET,MN,,C2-8A,TA,0,-73.95171,40.77717
554,1087745,1003530039,457.84657,1751.05703,0.26147,1915,1107620,40.75,2100,30,Good,,1,0,0,classification,130 DELANCEY STREET,MN,,C6-2A,,0,-73.98739,40.71865
555,2103486,2024430078,5852.18132,115176.985,0.05081,2007,1253009,82.76107,5100,27,Good,,1,0,0,classification,730 CONCOURSE VILLAGE W,BX,C,R8,,0,-73.92364,40.82216
556,3335150,3020230001,41338.90657,65005.55001,0.63593,1958,675155,142.21789,2100,12,Good,,1,1,0,greenroofs.com,652 KENT AVENUE,BK,C,M3-1,,0,-73.97255,40.6984
557,1078258,1013640005,737.32491,16469.09265,0.04477,1956,27973,184.33,2100,33,Good,at least some green roof,1,0,0,classification,415 EAST 52 STREET,MN,,R10,,0,-73.96432,40.75526
558,1089743,1006367503,12505.23002,40902.16887,0.30574,2015,1264179,188.2695,2100,14,Good,at least some green roof,1,0,0,classification,150 CHARLES STREET,MN,,C1-7,,0,-74.00926,40.73361
559,1057374,1018960051,586.49427,1012.6505,0.57917,1920,395288,48.68,2100,95,Good,,1,0,0,classification,635 WEST 115 STREET,MN,P,R8,,0,-73.96584,40.80812
560,1046982,1015020012,890.58754,2525.94748,0.35258,1899,582768,72.22,2100,109,Good,,1,0,0,classification,17 EAST 90 STREET,MN,X,R8B,,0,-73.95737,40.78377
561,1083956,1017010001,2523.08421,46891.63383,0.05381,1974,174010,296.99,2100,10,Good,,1,0,0,classification,2070 1 AVENUE,MN,P,R7-2,,0,-73.93624,40.79179
562,1083955,1017010001,4135.21986,72811.18134,0.05679,1974,230694,295.38,2100,13,Good,,1,0,0,classification,2070 1 AVENUE,MN,P,R7-2,,0,-73.93756,40.7915
563,1054488,1017740056,1172.81175,9129.71873,0.12846,2008,1257134,75.05324,2100,19,Good,,1,0,0,classification,132 EAST 126 STREET,MN,P,C4-4D,,0,-73.9373,40.80508
564,3378930,3010100026,2990.93585,18106.1091,0.16519,1968,962377,20.29,2100,50,Good,,1,0,0,classification,288 9 STREET,BK,P,R6B,EC-1,0,-73.98809,40.66951
565,1026797,1010640036,1569.37434,18475.6823,0.08494,2003,996690,194.9,2100,65,Good,,1,0,0,classification,831 9 AVENUE,MN,,R8,CL,0,-73.98768,40.76677
566,1017595,1008690034,329.44828,35291.18572,0.00934,1963,204441,511.98,2100,75,Good,,1,0,0,classification,90 PARK AVENUE,MN,,C5-3,MID,0,-73.97903,40.75083
567,1088633,1010737503,3915.65761,19383.67082,0.20201,0,1256035,166.09078,2100,-1,Good,at least some green roof,1,0,0,classification,510 WEST 45 STREET,MN,X,R8,CL,1,-73.99501,40.76155
568,1046794,1014957502,552.5089,2489.00896,0.22198,1947,417316,80.27,2100,93,Good,,1,0,0,classification,16 EAST 84 STREET,MN,,R8B,,0,-73.96048,40.77957
569,1041371,1013860056,2188.01186,4977.78938,0.43955,1950,154915,59.12572,2100,70,Good,,1,0,0,classification,888 MADISON AVENUE,MN,,C5-1,MP,0,-73.9658,40.77163
570,4536844,4017870020,9075.77916,280739.545,0.03233,2005,1101383,79.79556,2100,13,Good,,1,1,0,greenroofs.com,123-01 ROOSEVELT AVENUE,QN,X,PARK,,0,-73.84498,40.75786
571,1043235,1014130011,75.96592,1057.61853,0.07183,1899,706115,51.4,2100,62,Good,,1,0,0,classification,119 EAST 78 STREET,MN,P,R8B,,0,-73.95988,40.77465
